zone t="BN"
-4.000000  0.000000  -1.500000
-3.000000  0.000000  -0.300000
0.000000  0.000000  0.000000
-3.000000  0.000000  0.300000
-4.000000  0.000000  1.500000
zone t="BN"
-4.000000  1.000000  -1.500000
-0.700000  1.000000  -1.300000
0.000000  1.000000  0.000000
-0.700000  1.000000  1.300000
-4.000000  1.000000  1.500000
zone t="BN"
-4.000000  2.000000  -1.700000
-1.000000  2.000000  -1.400000
0.000000  2.000000  0.000000
-1.000000  2.000000  1.400000
-4.000000  2.000000  1.700000
zone t="BN"
-4.000000  3.000000  -1.900000
-0.500000  3.000000  -1.700000
0.000000  3.000000  0.000000
-0.500000  3.000000  1.700000
-4.000000  3.000000  1.900000
zone t="BN"
-4.000000  3.500000  -1.900000
-0.500000  3.500000  -1.700000
0.000000  3.500000  0.000000
-0.500000  3.500000  1.700000
-4.000000  3.500000  1.900000
zone t="BN"
-4.000000  0.000000  -1.500000
-4.000000  1.000000  -1.500000
-4.000000  2.000000  -1.700000
-4.000000  3.000000  -1.900000
-4.000000  3.500000  -1.900000
zone t="BN"
-3.000000  0.000000  -0.300000
-0.700000  1.000000  -1.300000
-1.000000  2.000000  -1.400000
-0.500000  3.000000  -1.700000
-0.500000  3.500000  -1.700000
zone t="BN"
0.000000  0.000000  0.000000
0.000000  1.000000  0.000000
0.000000  2.000000  0.000000
0.000000  3.000000  0.000000
0.000000  3.500000  0.000000
zone t="BN"
-3.000000  0.000000  0.300000
-0.700000  1.000000  1.300000
-1.000000  2.000000  1.400000
-0.500000  3.000000  1.700000
-0.500000  3.500000  1.700000
zone t="BN"
-4.000000  0.000000  1.500000
-4.000000  1.000000  1.500000
-4.000000  2.000000  1.700000
-4.000000  3.000000  1.900000
-4.000000  3.500000  1.900000
